"bsq_situacao_finalizada";"bsq_situacao_por";"finalizada_por"
"49";"26";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"65";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"62";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"27";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"28";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"29";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"102";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"91";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"72";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"37";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"154";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"41";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"49";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"49";"129";"Arquivado definitivamente (2)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Concedida a recuperação judicial (90)
Decretada a falência (18)
Denúncia/queixa recebida (9)
Desarquivado (82)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Julgado (62)
Julgado com resolução do mérito (27)
Julgado sem resolução do mérito (28)
Julgamento homologatório proferido (29)
Levantada suspensão/sobrestamento por Repercussão Geral (102)
Liquidação/execução iniciada (91)
Pronunciado (72)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Suspenso/sobrestado por Repercussão Geral (49)
Transação penal cumprida (129)"
"25";"2";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"4";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"10";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"81";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"9";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"23";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"24";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"26";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"65";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"137";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"91";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"155";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"37";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
"25";"40";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Baixado definitivamente (10)
Classe evoluida para ação penal (81)
Denúncia/queixa recebida (9)
Distribuição cancelada (23)
Distribuído (24)
Execução não criminal iniciada (26)
Fase processual iniciada (65)
Liquidação/execução cancelada por nulidade (137)
Liquidação/execução iniciada (91)
Migração de Sistema (155)
Reativado (37)
Redistribuído (40)
Redistribuído para outro Tribunal (154)
Remetido (41)
Remetido para a câmara de conciliação/mediação (130)
Remetido para o CEJUSC ou para o Centro de Conciliação/Mediação (118)
Remetido para outra instância (134)
Remetido pelo CEJUSC ou do Centro de Conciliação/Mediação (153)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)
Tramitando (25)"
